"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 2020"	"2020/01"	571	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2020"	"2020/02"	511	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2020"	"2020/03"	585	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2020"	"2020/04"	587	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2020"	"2020/05"	603	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2020"	"2020/06"	601	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2020"	"2020/07"	678	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2020"	"2020/08"	712	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2020"	"2020/09"	661	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2020"	"2020/10"	681	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2020"	"2020/11"	714	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2020"	"2020/12"	932	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2021"	"2021/01"	1058	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021"	"2021/02"	727	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021"	"2021/03"	617	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021"	"2021/04"	635	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021"	"2021/05"	635	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021"	"2021/06"	572	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021"	"2021/07"	603	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021"	"2021/08"	831	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021"	"2021/09"	856	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021"	"2021/10"	740	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021"	"2021/11"	680	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021"	"2021/12"	659	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2022 (provisional)"	"2022/01"	853	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2022 (provisional)"	"2022/02"	799	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2022 (provisional)"	"2022/03"	618	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2022 (provisional)"	"2022/04"	584	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2022 (provisional)"	"2022/05"	565	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2022 (provisional)"	"2022/06"	559	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2022 (provisional)"	"2022/07"	540	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2022 (provisional)"	"2022/08"	579	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2022 (provisional)"	"2022/09"	596	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2022 (provisional)"	"2022/10"	638	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2022 (provisional)"	"2022/11"	571	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2022 (provisional)"	"2022/12"	642	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2023 (provisional)"	"2023/01"	653	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2023 (provisional)"	"2023/02"	532	Not Applicable	Not Applicable
