"Notes","Residence State","Residence State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 2021","2021/01",1058,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2021","2021/02",727,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2021","2021/03",617,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2021","2021/04",635,Not Applicable,Not Applicable
,"Alabama","01","May, 2021","2021/05",635,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2021","2021/06",572,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2021","2021/07",603,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2021","2021/08",831,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2021","2021/09",856,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2021","2021/10",740,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2021","2021/11",680,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2021","2021/12",659,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2022 (provisional)","2022/01",853,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2022 (provisional)","2022/02",799,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2022 (provisional)","2022/03",618,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2022 (provisional)","2022/04",584,Not Applicable,Not Applicable
,"Alabama","01","May, 2022 (provisional)","2022/05",565,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2022 (provisional)","2022/06",559,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2022 (provisional)","2022/07",540,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2022 (provisional)","2022/08",579,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2022 (provisional)","2022/09",596,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2022 (provisional)","2022/10",638,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2022 (provisional)","2022/11",571,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2022 (provisional)","2022/12",642,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2023 (provisional)","2023/01",653,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2023 (provisional)","2023/02",532,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2023 (provisional)","2023/03",599,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2023 (provisional)","2023/04",349,Not Applicable,Not Applicable
"Total","Alabama","01",,,18290,Not Applicable,Not Applicable
,"Alaska","02","Jan., 2021","2021/01",50,Not Applicable,Not Applicable
,"Alaska","02","Feb., 2021","2021/02",51,Not Applicable,Not Applicable
,"Alaska","02","Mar., 2021","2021/03",46,Not Applicable,Not Applicable
,"Alaska","02","Apr., 2021","2021/04",45,Not Applicable,Not Applicable
,"Alaska","02","May, 2021","2021/05",49,Not Applicable,Not Applicable
,"Alaska","02","Jun., 2021","2021/06",50,Not Applicable,Not Applicable
,"Alaska","02","Jul., 2021","2021/07",51,Not Applicable,Not Applicable
,"Alaska","02","Aug., 2021","2021/08",75,Not Applicable,Not Applicable
,"Alaska","02","Sep., 2021","2021/09",89,Not Applicable,Not Applicable
,"Alaska","02","Oct., 2021","2021/10",81,Not Applicable,Not Applicable
,"Alaska","02","Nov., 2021","2021/11",72,Not Applicable,Not Applicable
,"Alaska","02","Dec., 2021","2021/12",62,Not Applicable,Not Applicable
,"Alaska","02","Jan., 2022 (provisional)","2022/01",66,Not Applicable,Not Applicable
,"Alaska","02","Feb., 2022 (provisional)","2022/02",58,Not Applicable,Not Applicable
,"Alaska","02","Mar., 2022 (provisional)","2022/03",49,Not Applicable,Not Applicable
,"Alaska","02","Apr., 2022 (provisional)","2022/04",48,Not Applicable,Not Applicable
,"Alaska","02","May, 2022 (provisional)","2022/05",52,Not Applicable,Not Applicable
,"Alaska","02","Jun., 2022 (provisional)","2022/06",49,Not Applicable,Not Applicable
,"Alaska","02","Jul., 2022 (provisional)","2022/07",56,Not Applicable,Not Applicable
,"Alaska","02","Aug., 2022 (provisional)","2022/08",58,Not Applicable,Not Applicable
,"Alaska","02","Sep., 2022 (provisional)","2022/09",62,Not Applicable,Not Applicable
,"Alaska","02","Oct., 2022 (provisional)","2022/10",48,Not Applicable,Not Applicable
,"Alaska","02","Nov., 2022 (provisional)","2022/11",56,Not Applicable,Not Applicable
,"Alaska","02","Dec., 2022 (provisional)","2022/12",66,Not Applicable,Not Applicable
,"Alaska","02","Jan., 2023 (provisional)","2023/01",62,Not Applicable,Not Applicable
,"Alaska","02","Feb., 2023 (provisional)","2023/02",49,Not Applicable,Not Applicable
,"Alaska","02","Mar., 2023 (provisional)","2023/03",49,Not Applicable,Not Applicable
,"Alaska","02","Apr., 2023 (provisional)","2023/04",18,Not Applicable,Not Applicable
"Total","Alaska","02",,,1567,Not Applicable,Not Applicable
,"Arizona","04","Jan., 2021","2021/01",1256,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2021","2021/02",829,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2021","2021/03",696,Not Applicable,Not Applicable
,"Arizona","04","Apr., 2021","2021/04",659,Not Applicable,Not Applicable
,"Arizona","04","May, 2021","2021/05",663,Not Applicable,Not Applicable
,"Arizona","04","Jun., 2021","2021/06",697,Not Applicable,Not Applicable
,"Arizona","04","Jul., 2021","2021/07",690,Not Applicable,Not Applicable
,"Arizona","04","Aug., 2021","2021/08",790,Not Applicable,Not Applicable
,"Arizona","04","Sep., 2021","2021/09",784,Not Applicable,Not Applicable
,"Arizona","04","Oct., 2021","2021/10",761,Not Applicable,Not Applicable
,"Arizona","04","Nov., 2021","2021/11",859,Not Applicable,Not Applicable
,"Arizona","04","Dec., 2021","2021/12",929,Not Applicable,Not Applicable
,"Arizona","04","Jan., 2022 (provisional)","2022/01",987,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2022 (provisional)","2022/02",849,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2022 (provisional)","2022/03",677,Not Applicable,Not Applicable
,"Arizona","04","Apr., 2022 (provisional)","2022/04",630,Not Applicable,Not Applicable
,"Arizona","04","May, 2022 (provisional)","2022/05",677,Not Applicable,Not Applicable
,"Arizona","04","Jun., 2022 (provisional)","2022/06",615,Not Applicable,Not Applicable
,"Arizona","04","Jul., 2022 (provisional)","2022/07",686,Not Applicable,Not Applicable
,"Arizona","04","Aug., 2022 (provisional)","2022/08",634,Not Applicable,Not Applicable
,"Arizona","04","Sep., 2022 (provisional)","2022/09",655,Not Applicable,Not Applicable
,"Arizona","04","Oct., 2022 (provisional)","2022/10",678,Not Applicable,Not Applicable
,"Arizona","04","Nov., 2022 (provisional)","2022/11",684,Not Applicable,Not Applicable
,"Arizona","04","Dec., 2022 (provisional)","2022/12",778,Not Applicable,Not Applicable
,"Arizona","04","Jan., 2023 (provisional)","2023/01",696,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2023 (provisional)","2023/02",604,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2023 (provisional)","2023/03",667,Not Applicable,Not Applicable
,"Arizona","04","Apr., 2023 (provisional)","2023/04",475,Not Applicable,Not Applicable
"Total","Arizona","04",,,20605,Not Applicable,Not Applicable
,"Arkansas","05","Jan., 2021","2021/01",526,Not Applicable,Not Applicable
,"Arkansas","05","Feb., 2021","2021/02",379,Not Applicable,Not Applicable
,"Arkansas","05","Mar., 2021","2021/03",375,Not Applicable,Not Applicable
,"Arkansas","05","Apr., 2021","2021/04",369,Not Applicable,Not Applicable
,"Arkansas","05","May, 2021","2021/05",344,Not Applicable,Not Applicable
,"Arkansas","05","Jun., 2021","2021/06",331,Not Applicable,Not Applicable
,"Arkansas","05","Jul., 2021","2021/07",413,Not Applicable,Not Applicable
,"Arkansas","05","Aug., 2021","2021/08",509,Not Applicable,Not Applicable
,"Arkansas","05","Sep., 2021","2021/09",439,Not Applicable,Not Applicable
,"Arkansas","05","Oct., 2021","2021/10",434,Not Applicable,Not Applicable
,"Arkansas","05","Nov., 2021","2021/11",352,Not Applicable,Not Applicable
,"Arkansas","05","Dec., 2021","2021/12",463,Not Applicable,Not Applicable
,"Arkansas","05","Jan., 2022 (provisional)","2022/01",494,Not Applicable,Not Applicable
,"Arkansas","05","Feb., 2022 (provisional)","2022/02",430,Not Applicable,Not Applicable
,"Arkansas","05","Mar., 2022 (provisional)","2022/03",391,Not Applicable,Not Applicable
,"Arkansas","05","Apr., 2022 (provisional)","2022/04",349,Not Applicable,Not Applicable
,"Arkansas","05","May, 2022 (provisional)","2022/05",336,Not Applicable,Not Applicable
,"Arkansas","05","Jun., 2022 (provisional)","2022/06",305,Not Applicable,Not Applicable
,"Arkansas","05","Jul., 2022 (provisional)","2022/07",360,Not Applicable,Not Applicable
,"Arkansas","05","Aug., 2022 (provisional)","2022/08",351,Not Applicable,Not Applicable
,"Arkansas","05","Sep., 2022 (provisional)","2022/09",341,Not Applicable,Not Applicable
,"Arkansas","05","Oct., 2022 (provisional)","2022/10",356,Not Applicable,Not Applicable
,"Arkansas","05","Nov., 2022 (provisional)","2022/11",367,Not Applicable,Not Applicable
,"Arkansas","05","Dec., 2022 (provisional)","2022/12",438,Not Applicable,Not Applicable
,"Arkansas","05","Jan., 2023 (provisional)","2023/01",427,Not Applicable,Not Applicable
,"Arkansas","05","Feb., 2023 (provisional)","2023/02",348,Not Applicable,Not Applicable
,"Arkansas","05","Mar., 2023 (provisional)","2023/03",365,Not Applicable,Not Applicable
,"Arkansas","05","Apr., 2023 (provisional)","2023/04",233,Not Applicable,Not Applicable
"Total","Arkansas","05",,,10825,Not Applicable,Not Applicable
,"California","06","Jan., 2021","2021/01",5231,Not Applicable,Not Applicable
,"California","06","Feb., 2021","2021/02",3377,Not Applicable,Not Applicable
,"California","06","Mar., 2021","2021/03",2864,Not Applicable,Not Applicable
,"California","06","Apr., 2021","2021/04",2426,Not Applicable,Not Applicable
,"California","06","May, 2021","2021/05",2438,Not Applicable,Not Applicable
,"California","06","Jun., 2021","2021/06",2282,Not Applicable,Not Applicable
,"California","06","Jul., 2021","2021/07",2360,Not Applicable,Not Applicable
,"California","06","Aug., 2021","2021/08",2795,Not Applicable,Not Applicable
,"California","06","Sep., 2021","2021/09",2862,Not Applicable,Not Applicable
,"California","06","Oct., 2021","2021/10",2801,Not Applicable,Not Applicable
,"California","06","Nov., 2021","2021/11",2583,Not Applicable,Not Applicable
,"California","06","Dec., 2021","2021/12",2902,Not Applicable,Not Applicable
,"California","06","Jan., 2022 (provisional)","2022/01",3570,Not Applicable,Not Applicable
,"California","06","Feb., 2022 (provisional)","2022/02",2979,Not Applicable,Not Applicable
,"California","06","Mar., 2022 (provisional)","2022/03",2637,Not Applicable,Not Applicable
,"California","06","Apr., 2022 (provisional)","2022/04",2393,Not Applicable,Not Applicable
,"California","06","May, 2022 (provisional)","2022/05",2400,Not Applicable,Not Applicable
,"California","06","Jun., 2022 (provisional)","2022/06",2337,Not Applicable,Not Applicable
,"California","06","Jul., 2022 (provisional)","2022/07",2590,Not Applicable,Not Applicable
,"California","06","Aug., 2022 (provisional)","2022/08",2514,Not Applicable,Not Applicable
,"California","06","Sep., 2022 (provisional)","2022/09",2423,Not Applicable,Not Applicable
,"California","06","Oct., 2022 (provisional)","2022/10",2372,Not Applicable,Not Applicable
,"California","06","Nov., 2022 (provisional)","2022/11",2576,Not Applicable,Not Applicable
,"California","06","Dec., 2022 (provisional)","2022/12",3113,Not Applicable,Not Applicable
,"California","06","Jan., 2023 (provisional)","2023/01",2784,Not Applicable,Not Applicable
,"California","06","Feb., 2023 (provisional)","2023/02",2523,Not Applicable,Not Applicable
,"California","06","Mar., 2023 (provisional)","2023/03",2626,Not Applicable,Not Applicable
,"California","06","Apr., 2023 (provisional)","2023/04",1537,Not Applicable,Not Applicable
"Total","California","06",,,76295,Not Applicable,Not Applicable
,"Colorado","08","Jan., 2021","2021/01",491,Not Applicable,Not Applicable
,"Colorado","08","Feb., 2021","2021/02",380,Not Applicable,Not Applicable
,"Colorado","08","Mar., 2021","2021/03",388,Not Applicable,Not Applicable
,"Colorado","08","Apr., 2021","2021/04",352,Not Applicable,Not Applicable
,"Colorado","08","May, 2021","2021/05",430,Not Applicable,Not Applicable
,"Colorado","08","Jun., 2021","2021/06",387,Not Applicable,Not Applicable
,"Colorado","08","Jul., 2021","2021/07",378,Not Applicable,Not Applicable
,"Colorado","08","Aug., 2021","2021/08",416,Not Applicable,Not Applicable
,"Colorado","08","Sep., 2021","2021/09",434,Not Applicable,Not Applicable
,"Colorado","08","Oct., 2021","2021/10",497,Not Applicable,Not Applicable
,"Colorado","08","Nov., 2021","2021/11",565,Not Applicable,Not Applicable
,"Colorado","08","Dec., 2021","2021/12",559,Not Applicable,Not Applicable
,"Colorado","08","Jan., 2022 (provisional)","2022/01",555,Not Applicable,Not Applicable
,"Colorado","08","Feb., 2022 (provisional)","2022/02",450,Not Applicable,Not Applicable
,"Colorado","08","Mar., 2022 (provisional)","2022/03",430,Not Applicable,Not Applicable
