"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 2020"	"2020/01"	307	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2020"	"2020/02"	317	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2020"	"2020/03"	319	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2020"	"2020/04"	292	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2020"	"2020/05"	332	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2020"	"2020/06"	311	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2020"	"2020/07"	345	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2020"	"2020/08"	361	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2020"	"2020/09"	329	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2020"	"2020/10"	302	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2020"	"2020/11"	326	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2020"	"2020/12"	388	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2021"	"2021/01"	509	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021"	"2021/02"	327	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021"	"2021/03"	332	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021"	"2021/04"	287	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021"	"2021/05"	341	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021"	"2021/06"	301	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021"	"2021/07"	341	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021"	"2021/08"	468	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021"	"2021/09"	557	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021"	"2021/10"	361	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021"	"2021/11"	309	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021"	"2021/12"	344	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2022 (provisional)"	"2022/01"	427	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2022 (provisional)"	"2022/02"	341	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2022 (provisional)"	"2022/03"	324	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2022 (provisional)"	"2022/04"	250	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2022 (provisional)"	"2022/05"	255	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2022 (provisional)"	"2022/06"	257	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2022 (provisional)"	"2022/07"	306	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2022 (provisional)"	"2022/08"	263	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2022 (provisional)"	"2022/09"	278	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2022 (provisional)"	"2022/10"	303	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2022 (provisional)"	"2022/11"	300	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2022 (provisional)"	"2022/12"	311	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2023 (provisional)"	"2023/01"	284	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2023 (provisional)"	"2023/02"	248	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2023 (provisional)"	"2023/03"	245	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2023 (provisional)"	"2023/04"	157	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2020"	"2020/01"	37	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2020"	"2020/02"	29	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2020"	"2020/03"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2020"	"2020/04"	31	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2020"	"2020/05"	36	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2020"	"2020/06"	29	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2020"	"2020/07"	32	Not Applicable	Not Applicable
