"Notes","State","State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 1999","1999/01",129,Not Applicable,Not Applicable
,"Alabama","01","Feb., 1999","1999/02",124,Not Applicable,Not Applicable
,"Alabama","01","Mar., 1999","1999/03",112,Not Applicable,Not Applicable
,"Alabama","01","Apr., 1999","1999/04",116,Not Applicable,Not Applicable
,"Alabama","01","May, 1999","1999/05",112,Not Applicable,Not Applicable
,"Alabama","01","Jun., 1999","1999/06",102,Not Applicable,Not Applicable
,"Alabama","01","Jul., 1999","1999/07",101,Not Applicable,Not Applicable
,"Alabama","01","Aug., 1999","1999/08",113,Not Applicable,Not Applicable
,"Alabama","01","Sep., 1999","1999/09",107,Not Applicable,Not Applicable
,"Alabama","01","Oct., 1999","1999/10",118,Not Applicable,Not Applicable
,"Alabama","01","Nov., 1999","1999/11",121,Not Applicable,Not Applicable
,"Alabama","01","Dec., 1999","1999/12",137,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2000","2000/01",139,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2000","2000/02",118,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2000","2000/03",120,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2000","2000/04",129,Not Applicable,Not Applicable
,"Alabama","01","May, 2000","2000/05",131,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2000","2000/06",118,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2000","2000/07",139,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2000","2000/08",118,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2000","2000/09",113,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2000","2000/10",103,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2000","2000/11",111,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2000","2000/12",112,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2001","2001/01",131,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2001","2001/02",99,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2001","2001/03",131,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2001","2001/04",103,Not Applicable,Not Applicable
,"Alabama","01","May, 2001","2001/05",117,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2001","2001/06",118,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2001","2001/07",116,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2001","2001/08",152,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2001","2001/09",130,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2001","2001/10",125,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2001","2001/11",134,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2001","2001/12",128,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2002","2002/01",128,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2002","2002/02",127,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2002","2002/03",121,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2002","2002/04",134,Not Applicable,Not Applicable
,"Alabama","01","May, 2002","2002/05",125,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2002","2002/06",135,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2002","2002/07",149,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2002","2002/08",147,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2002","2002/09",114,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2002","2002/10",129,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2002","2002/11",148,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2002","2002/12",143,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2003","2003/01",129,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2003","2003/02",162,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2003","2003/03",142,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2003","2003/04",130,Not Applicable,Not Applicable
,"Alabama","01","May, 2003","2003/05",123,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2003","2003/06",121,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2003","2003/07",156,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2003","2003/08",135,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2003","2003/09",152,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2003","2003/10",140,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2003","2003/11",148,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2003","2003/12",123,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2004","2004/01",141,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2004","2004/02",143,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2004","2004/03",153,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2004","2004/04",152,Not Applicable,Not Applicable
,"Alabama","01","May, 2004","2004/05",128,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2004","2004/06",136,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2004","2004/07",129,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2004","2004/08",121,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2004","2004/09",134,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2004","2004/10",126,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2004","2004/11",148,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2004","2004/12",123,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2005","2005/01",160,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2005","2005/02",131,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2005","2005/03",159,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2005","2005/04",121,Not Applicable,Not Applicable
,"Alabama","01","May, 2005","2005/05",131,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2005","2005/06",138,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2005","2005/07",146,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2005","2005/08",152,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2005","2005/09",150,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2005","2005/10",131,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2005","2005/11",128,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2005","2005/12",141,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2006","2006/01",148,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2006","2006/02",140,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2006","2006/03",158,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2006","2006/04",138,Not Applicable,Not Applicable
,"Alabama","01","May, 2006","2006/05",147,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2006","2006/06",139,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2006","2006/07",133,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2006","2006/08",133,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2006","2006/09",145,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2006","2006/10",135,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2006","2006/11",150,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2006","2006/12",152,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2007","2007/01",148,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2007","2007/02",146,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2007","2007/03",137,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2007","2007/04",153,Not Applicable,Not Applicable
,"Alabama","01","May, 2007","2007/05",137,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2007","2007/06",128,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2007","2007/07",140,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2007","2007/08",153,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2007","2007/09",125,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2007","2007/10",154,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2007","2007/11",129,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2007","2007/12",135,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2008","2008/01",172,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2008","2008/02",170,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2008","2008/03",155,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2008","2008/04",152,Not Applicable,Not Applicable
,"Alabama","01","May, 2008","2008/05",159,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2008","2008/06",147,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2008","2008/07",136,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2008","2008/08",146,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2008","2008/09",152,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2008","2008/10",140,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2008","2008/11",140,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2008","2008/12",154,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2009","2009/01",138,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2009","2009/02",129,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2009","2009/03",141,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2009","2009/04",140,Not Applicable,Not Applicable
