"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 2021"	"2021/01"	905	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021"	"2021/02"	639	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021"	"2021/03"	575	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021"	"2021/04"	506	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021"	"2021/05"	554	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021"	"2021/06"	559	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021"	"2021/07"	530	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021"	"2021/08"	667	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021"	"2021/09"	593	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021"	"2021/10"	619	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021"	"2021/11"	583	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021"	"2021/12"	606	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2022 (provisional)"	"2022/01"	794	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2022 (provisional)"	"2022/02"	693	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2022 (provisional)"	"2022/03"	549	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2022 (provisional)"	"2022/04"	512	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2022 (provisional)"	"2022/05"	512	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2022 (provisional)"	"2022/06"	573	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2022 (provisional)"	"2022/07"	572	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2022 (provisional)"	"2022/08"	568	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2022 (provisional)"	"2022/09"	532	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2022 (provisional)"	"2022/10"	587	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2022 (provisional)"	"2022/11"	589	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2022 (provisional)"	"2022/12"	667	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2023 (provisional)"	"2023/01"	643	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2023 (provisional)"	"2023/02"	597	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2023 (provisional)"	"2023/03"	564	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2023 (provisional)"	"2023/04"	341	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			16629	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2021"	"2021/01"	49	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2021"	"2021/02"	30	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2021"	"2021/03"	44	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2021"	"2021/04"	31	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2021"	"2021/05"	37	Not Applicable	Not Applicable
