"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 1999"	"1999/01"	59	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 1999"	"1999/02"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 1999"	"1999/03"	63	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 1999"	"1999/04"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 1999"	"1999/05"	86	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 1999"	"1999/06"	59	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 1999"	"1999/07"	72	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 1999"	"1999/08"	91	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 1999"	"1999/09"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 1999"	"1999/10"	68	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 1999"	"1999/11"	74	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 1999"	"1999/12"	76	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	67	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	63	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	67	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	48	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	85	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	71	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	67	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	59	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	64	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2000"	"2000/11"	66	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2000"	"2000/12"	68	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	61	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	57	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	77	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	54	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	62	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	68	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	85	Not Applicable	Not Applicable
