"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 2020"	"2020/01"	568	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2020"	"2020/02"	528	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2020"	"2020/03"	590	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2020"	"2020/04"	594	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2020"	"2020/05"	599	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2020"	"2020/06"	537	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2020"	"2020/07"	627	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2020"	"2020/08"	701	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2020"	"2020/09"	623	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2020"	"2020/10"	626	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2020"	"2020/11"	695	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2020"	"2020/12"	872	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2021"	"2021/01"	997	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021"	"2021/02"	616	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021"	"2021/03"	540	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021"	"2021/04"	564	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021"	"2021/05"	514	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021"	"2021/06"	490	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021"	"2021/07"	546	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021"	"2021/08"	629	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021"	"2021/09"	631	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021"	"2021/10"	556	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021"	"2021/11"	528	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021"	"2021/12"	608	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2022 (provisional)"	"2022/01"	747	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2022 (provisional)"	"2022/02"	708	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2022 (provisional)"	"2022/03"	574	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2022 (provisional)"	"2022/04"	534	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2022 (provisional)"	"2022/05"	535	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2022 (provisional)"	"2022/06"	503	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2022 (provisional)"	"2022/07"	567	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2022 (provisional)"	"2022/08"	512	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2022 (provisional)"	"2022/09"	527	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2022 (provisional)"	"2022/10"	551	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2022 (provisional)"	"2022/11"	565	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2022 (provisional)"	"2022/12"	587	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2023 (provisional)"	"2023/01"	652	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2023 (provisional)"	"2023/02"	511	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2023 (provisional)"	"2023/03"	588	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2023 (provisional)"	"2023/04"	381	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			23821	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2020"	"2020/01"	57	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2020"	"2020/02"	31	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2020"	"2020/03"	34	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2020"	"2020/04"	28	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2020"	"2020/05"	29	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2020"	"2020/06"	26	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2020"	"2020/07"	35	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2020"	"2020/08"	33	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2020"	"2020/09"	37	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2020"	"2020/10"	37	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2020"	"2020/11"	51	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2020"	"2020/12"	48	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2021"	"2021/01"	52	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2021"	"2021/02"	29	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2021"	"2021/03"	36	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2021"	"2021/04"	39	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2021"	"2021/05"	39	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2021"	"2021/06"	41	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2021"	"2021/07"	29	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2021"	"2021/08"	50	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2021"	"2021/09"	50	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2021"	"2021/10"	65	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2021"	"2021/11"	45	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2021"	"2021/12"	50	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2022 (provisional)"	"2022/01"	46	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2022 (provisional)"	"2022/02"	46	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2022 (provisional)"	"2022/03"	48	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2022 (provisional)"	"2022/04"	60	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2022 (provisional)"	"2022/05"	41	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2022 (provisional)"	"2022/06"	50	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2022 (provisional)"	"2022/07"	38	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2022 (provisional)"	"2022/08"	38	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2022 (provisional)"	"2022/09"	32	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2022 (provisional)"	"2022/10"	39	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2022 (provisional)"	"2022/11"	35	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2022 (provisional)"	"2022/12"	40	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2023 (provisional)"	"2023/01"	44	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2023 (provisional)"	"2023/02"	42	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2023 (provisional)"	"2023/03"	34	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2023 (provisional)"	"2023/04"	19	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			1623	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2020"	"2020/01"	764	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2020"	"2020/02"	681	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2020"	"2020/03"	678	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2020"	"2020/04"	781	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2020"	"2020/05"	742	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2020"	"2020/06"	798	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2020"	"2020/07"	1016	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2020"	"2020/08"	771	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2020"	"2020/09"	636	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2020"	"2020/10"	681	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2020"	"2020/11"	761	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2020"	"2020/12"	1227	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2021"	"2021/01"	1211	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2021"	"2021/02"	740	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2021"	"2021/03"	721	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2021"	"2021/04"	589	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2021"	"2021/05"	678	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2021"	"2021/06"	641	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2021"	"2021/07"	639	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2021"	"2021/08"	730	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2021"	"2021/09"	733	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2021"	"2021/10"	769	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2021"	"2021/11"	859	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2021"	"2021/12"	935	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2022 (provisional)"	"2022/01"	1021	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2022 (provisional)"	"2022/02"	807	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2022 (provisional)"	"2022/03"	789	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2022 (provisional)"	"2022/04"	713	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2022 (provisional)"	"2022/05"	701	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2022 (provisional)"	"2022/06"	633	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2022 (provisional)"	"2022/07"	703	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2022 (provisional)"	"2022/08"	686	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2022 (provisional)"	"2022/09"	673	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2022 (provisional)"	"2022/10"	673	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2022 (provisional)"	"2022/11"	790	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2022 (provisional)"	"2022/12"	859	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2023 (provisional)"	"2023/01"	824	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2023 (provisional)"	"2023/02"	710	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2023 (provisional)"	"2023/03"	767	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2023 (provisional)"	"2023/04"	531	Not Applicable	Not Applicable
"Total"	"Arizona"	"04"			30661	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2020"	"2020/01"	333	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2020"	"2020/02"	334	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2020"	"2020/03"	321	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2020"	"2020/04"	309	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2020"	"2020/05"	301	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2020"	"2020/06"	308	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2020"	"2020/07"	365	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2020"	"2020/08"	379	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2020"	"2020/09"	392	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2020"	"2020/10"	432	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2020"	"2020/11"	495	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2020"	"2020/12"	537	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2021"	"2021/01"	495	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2021"	"2021/02"	397	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2021"	"2021/03"	348	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2021"	"2021/04"	312	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2021"	"2021/05"	324	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2021"	"2021/06"	338	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2021"	"2021/07"	351	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2021"	"2021/08"	404	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2021"	"2021/09"	350	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2021"	"2021/10"	380	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2021"	"2021/11"	336	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2021"	"2021/12"	398	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2022 (provisional)"	"2022/01"	489	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2022 (provisional)"	"2022/02"	424	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2022 (provisional)"	"2022/03"	365	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2022 (provisional)"	"2022/04"	299	Not Applicable	Not Applicable
	"Arkansas"	"05"	"May, 2022 (provisional)"	"2022/05"	318	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jun., 2022 (provisional)"	"2022/06"	324	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jul., 2022 (provisional)"	"2022/07"	323	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Aug., 2022 (provisional)"	"2022/08"	316	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Sep., 2022 (provisional)"	"2022/09"	339	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Oct., 2022 (provisional)"	"2022/10"	381	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Nov., 2022 (provisional)"	"2022/11"	358	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Dec., 2022 (provisional)"	"2022/12"	393	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Jan., 2023 (provisional)"	"2023/01"	393	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Feb., 2023 (provisional)"	"2023/02"	348	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Mar., 2023 (provisional)"	"2023/03"	342	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Apr., 2023 (provisional)"	"2023/04"	211	Not Applicable	Not Applicable
"Total"	"Arkansas"	"05"			14562	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2020"	"2020/01"	3558	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2020"	"2020/02"	3211	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2020"	"2020/03"	3399	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2020"	"2020/04"	3566	Not Applicable	Not Applicable
	"California"	"06"	"May, 2020"	"2020/05"	3304	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2020"	"2020/06"	3089	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2020"	"2020/07"	3442	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2020"	"2020/08"	3395	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2020"	"2020/09"	3070	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2020"	"2020/10"	3084	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2020"	"2020/11"	3415	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2020"	"2020/12"	5461	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2021"	"2021/01"	5954	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2021"	"2021/02"	3634	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2021"	"2021/03"	3430	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2021"	"2021/04"	2961	Not Applicable	Not Applicable
	"California"	"06"	"May, 2021"	"2021/05"	2862	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2021"	"2021/06"	2704	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2021"	"2021/07"	2882	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2021"	"2021/08"	3201	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2021"	"2021/09"	3176	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2021"	"2021/10"	3274	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2021"	"2021/11"	3163	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2021"	"2021/12"	3591	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2022 (provisional)"	"2022/01"	4623	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2022 (provisional)"	"2022/02"	3790	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2022 (provisional)"	"2022/03"	3263	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2022 (provisional)"	"2022/04"	2917	Not Applicable	Not Applicable
	"California"	"06"	"May, 2022 (provisional)"	"2022/05"	3105	Not Applicable	Not Applicable
	"California"	"06"	"Jun., 2022 (provisional)"	"2022/06"	3041	Not Applicable	Not Applicable
	"California"	"06"	"Jul., 2022 (provisional)"	"2022/07"	3128	Not Applicable	Not Applicable
	"California"	"06"	"Aug., 2022 (provisional)"	"2022/08"	3284	Not Applicable	Not Applicable
	"California"	"06"	"Sep., 2022 (provisional)"	"2022/09"	3035	Not Applicable	Not Applicable
	"California"	"06"	"Oct., 2022 (provisional)"	"2022/10"	3129	Not Applicable	Not Applicable
	"California"	"06"	"Nov., 2022 (provisional)"	"2022/11"	3318	Not Applicable	Not Applicable
	"California"	"06"	"Dec., 2022 (provisional)"	"2022/12"	3975	Not Applicable	Not Applicable
	"California"	"06"	"Jan., 2023 (provisional)"	"2023/01"	3730	Not Applicable	Not Applicable
	"California"	"06"	"Feb., 2023 (provisional)"	"2023/02"	3283	Not Applicable	Not Applicable
	"California"	"06"	"Mar., 2023 (provisional)"	"2023/03"	3496	Not Applicable	Not Applicable
	"California"	"06"	"Apr., 2023 (provisional)"	"2023/04"	2117	Not Applicable	Not Applicable
"Total"	"California"	"06"			136060	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2020"	"2020/01"	527	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2020"	"2020/02"	458	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2020"	"2020/03"	500	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2020"	"2020/04"	645	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2020"	"2020/05"	501	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2020"	"2020/06"	433	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2020"	"2020/07"	422	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2020"	"2020/08"	436	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2020"	"2020/09"	421	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2020"	"2020/10"	496	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2020"	"2020/11"	644	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2020"	"2020/12"	707	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2021"	"2021/01"	571	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2021"	"2021/02"	435	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2021"	"2021/03"	464	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2021"	"2021/04"	423	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2021"	"2021/05"	423	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2021"	"2021/06"	422	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2021"	"2021/07"	419	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2021"	"2021/08"	454	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2021"	"2021/09"	475	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2021"	"2021/10"	493	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2021"	"2021/11"	557	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2021"	"2021/12"	526	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2022 (provisional)"	"2022/01"	637	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2022 (provisional)"	"2022/02"	481	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2022 (provisional)"	"2022/03"	500	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2022 (provisional)"	"2022/04"	449	Not Applicable	Not Applicable
	"Colorado"	"08"	"May, 2022 (provisional)"	"2022/05"	473	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jun., 2022 (provisional)"	"2022/06"	485	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jul., 2022 (provisional)"	"2022/07"	442	Not Applicable	Not Applicable
	"Colorado"	"08"	"Aug., 2022 (provisional)"	"2022/08"	385	Not Applicable	Not Applicable
	"Colorado"	"08"	"Sep., 2022 (provisional)"	"2022/09"	433	Not Applicable	Not Applicable
	"Colorado"	"08"	"Oct., 2022 (provisional)"	"2022/10"	494	Not Applicable	Not Applicable
	"Colorado"	"08"	"Nov., 2022 (provisional)"	"2022/11"	490	Not Applicable	Not Applicable
	"Colorado"	"08"	"Dec., 2022 (provisional)"	"2022/12"	527	Not Applicable	Not Applicable
	"Colorado"	"08"	"Jan., 2023 (provisional)"	"2023/01"	528	Not Applicable	Not Applicable
	"Colorado"	"08"	"Feb., 2023 (provisional)"	"2023/02"	450	Not Applicable	Not Applicable
	"Colorado"	"08"	"Mar., 2023 (provisional)"	"2023/03"	476	Not Applicable	Not Applicable
	"Colorado"	"08"	"Apr., 2023 (provisional)"	"2023/04"	337	Not Applicable	Not Applicable
"Total"	"Colorado"	"08"			19439	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jan., 2020"	"2020/01"	424	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Feb., 2020"	"2020/02"	407	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Mar., 2020"	"2020/03"	446	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Apr., 2020"	"2020/04"	820	Not Applicable	Not Applicable
	"Connecticut"	"09"	"May, 2020"	"2020/05"	643	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jun., 2020"	"2020/06"	344	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Jul., 2020"	"2020/07"	357	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Aug., 2020"	"2020/08"	322	Not Applicable	Not Applicable
	"Connecticut"	"09"	"Sep., 2020"	"2020/09"	370	Not Applicable	Not Applicable
