"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 2021"	"2021/01"	694	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2021"	"2021/02"	514	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2021"	"2021/03"	463	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2021"	"2021/04"	465	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2021"	"2021/05"	451	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2021"	"2021/06"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2021"	"2021/07"	449	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2021"	"2021/08"	702	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2021"	"2021/09"	691	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2021"	"2021/10"	537	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2021"	"2021/11"	449	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2021"	"2021/12"	458	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2022 (provisional)"	"2022/01"	638	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2022 (provisional)"	"2022/02"	519	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2022 (provisional)"	"2022/03"	452	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2022 (provisional)"	"2022/04"	392	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2022 (provisional)"	"2022/05"	399	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2022 (provisional)"	"2022/06"	435	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2022 (provisional)"	"2022/07"	425	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2022 (provisional)"	"2022/08"	397	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2022 (provisional)"	"2022/09"	424	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2022 (provisional)"	"2022/10"	433	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2022 (provisional)"	"2022/11"	391	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2022 (provisional)"	"2022/12"	482	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2023 (provisional)"	"2023/01"	440	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2023 (provisional)"	"2023/02"	418	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2023 (provisional)"	"2023/03"	412	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2023 (provisional)"	"2023/04"	231	Not Applicable	Not Applicable
"Total"	"Alabama"	"01"			13192	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2021"	"2021/01"	50	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2021"	"2021/02"	32	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2021"	"2021/03"	30	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2021"	"2021/04"	43	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2021"	"2021/05"	35	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2021"	"2021/06"	38	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2021"	"2021/07"	40	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2021"	"2021/08"	47	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2021"	"2021/09"	73	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2021"	"2021/10"	70	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2021"	"2021/11"	64	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2021"	"2021/12"	60	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2022 (provisional)"	"2022/01"	51	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2022 (provisional)"	"2022/02"	47	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2022 (provisional)"	"2022/03"	44	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2022 (provisional)"	"2022/04"	40	Not Applicable	Not Applicable
	"Alaska"	"02"	"May, 2022 (provisional)"	"2022/05"	45	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jun., 2022 (provisional)"	"2022/06"	35	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jul., 2022 (provisional)"	"2022/07"	41	Not Applicable	Not Applicable
	"Alaska"	"02"	"Aug., 2022 (provisional)"	"2022/08"	34	Not Applicable	Not Applicable
	"Alaska"	"02"	"Sep., 2022 (provisional)"	"2022/09"	49	Not Applicable	Not Applicable
	"Alaska"	"02"	"Oct., 2022 (provisional)"	"2022/10"	46	Not Applicable	Not Applicable
	"Alaska"	"02"	"Nov., 2022 (provisional)"	"2022/11"	47	Not Applicable	Not Applicable
	"Alaska"	"02"	"Dec., 2022 (provisional)"	"2022/12"	61	Not Applicable	Not Applicable
	"Alaska"	"02"	"Jan., 2023 (provisional)"	"2023/01"	49	Not Applicable	Not Applicable
	"Alaska"	"02"	"Feb., 2023 (provisional)"	"2023/02"	47	Not Applicable	Not Applicable
	"Alaska"	"02"	"Mar., 2023 (provisional)"	"2023/03"	34	Not Applicable	Not Applicable
	"Alaska"	"02"	"Apr., 2023 (provisional)"	"2023/04"	20	Not Applicable	Not Applicable
"Total"	"Alaska"	"02"			1272	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2021"	"2021/01"	790	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2021"	"2021/02"	540	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2021"	"2021/03"	420	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2021"	"2021/04"	401	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2021"	"2021/05"	428	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2021"	"2021/06"	414	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2021"	"2021/07"	458	Not Applicable	Not Applicable
	"Arizona"	"04"	"Aug., 2021"	"2021/08"	502	Not Applicable	Not Applicable
	"Arizona"	"04"	"Sep., 2021"	"2021/09"	508	Not Applicable	Not Applicable
	"Arizona"	"04"	"Oct., 2021"	"2021/10"	525	Not Applicable	Not Applicable
	"Arizona"	"04"	"Nov., 2021"	"2021/11"	568	Not Applicable	Not Applicable
	"Arizona"	"04"	"Dec., 2021"	"2021/12"	704	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jan., 2022 (provisional)"	"2022/01"	634	Not Applicable	Not Applicable
	"Arizona"	"04"	"Feb., 2022 (provisional)"	"2022/02"	463	Not Applicable	Not Applicable
	"Arizona"	"04"	"Mar., 2022 (provisional)"	"2022/03"	411	Not Applicable	Not Applicable
	"Arizona"	"04"	"Apr., 2022 (provisional)"	"2022/04"	401	Not Applicable	Not Applicable
	"Arizona"	"04"	"May, 2022 (provisional)"	"2022/05"	427	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jun., 2022 (provisional)"	"2022/06"	416	Not Applicable	Not Applicable
	"Arizona"	"04"	"Jul., 2022 (provisional)"	"2022/07"	458	Not Applicable	Not Applicable
