"Notes","Residence State","Residence State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 2020","2020/01",85,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2020","2020/02",85,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2020","2020/03",87,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2020","2020/04",106,Not Applicable,Not Applicable
,"Alabama","01","May, 2020","2020/05",102,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2020","2020/06",119,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2020","2020/07",102,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2020","2020/08",120,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2020","2020/09",98,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2020","2020/10",93,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2020","2020/11",109,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2020","2020/12",148,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2021","2021/01",143,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2021","2021/02",103,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2021","2021/03",99,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2021","2021/04",119,Not Applicable,Not Applicable
,"Alabama","01","May, 2021","2021/05",109,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2021","2021/06",108,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2021","2021/07",129,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2021","2021/08",201,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2021","2021/09",189,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2021","2021/10",150,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2021","2021/11",109,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2021","2021/12",126,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2022 (provisional)","2022/01",108,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2022 (provisional)","2022/02",95,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2022 (provisional)","2022/03",108,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2022 (provisional)","2022/04",126,Not Applicable,Not Applicable
,"Alabama","01","May, 2022 (provisional)","2022/05",113,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2022 (provisional)","2022/06",117,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2022 (provisional)","2022/07",117,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2022 (provisional)","2022/08",101,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2022 (provisional)","2022/09",95,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2022 (provisional)","2022/10",109,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2022 (provisional)","2022/11",111,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2022 (provisional)","2022/12",108,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2023 (provisional)","2023/01",121,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2023 (provisional)","2023/02",92,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2023 (provisional)","2023/03",112,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2023 (provisional)","2023/04",60,Not Applicable,Not Applicable
,"Alaska","02","Feb., 2020","2020/02",15,Not Applicable,Not Applicable
,"Alaska","02","May, 2020","2020/05",15,Not Applicable,Not Applicable
,"Alaska","02","Jul., 2020","2020/07",15,Not Applicable,Not Applicable
,"Alaska","02","Aug., 2020","2020/08",12,Not Applicable,Not Applicable
,"Alaska","02","Sep., 2020","2020/09",15,Not Applicable,Not Applicable
,"Alaska","02","Nov., 2020","2020/11",13,Not Applicable,Not Applicable
,"Alaska","02","Dec., 2020","2020/12",12,Not Applicable,Not Applicable
,"Alaska","02","Mar., 2021","2021/03",12,Not Applicable,Not Applicable
,"Alaska","02","Apr., 2021","2021/04",17,Not Applicable,Not Applicable
,"Alaska","02","May, 2021","2021/05",14,Not Applicable,Not Applicable
,"Alaska","02","Jul., 2021","2021/07",11,Not Applicable,Not Applicable
,"Alaska","02","Aug., 2021","2021/08",20,Not Applicable,Not Applicable
,"Alaska","02","Sep., 2021","2021/09",16,Not Applicable,Not Applicable
,"Alaska","02","Oct., 2021","2021/10",30,Not Applicable,Not Applicable
,"Alaska","02","Nov., 2021","2021/11",23,Not Applicable,Not Applicable
,"Alaska","02","Dec., 2021","2021/12",15,Not Applicable,Not Applicable
,"Alaska","02","Jan., 2022 (provisional)","2022/01",16,Not Applicable,Not Applicable
,"Alaska","02","Feb., 2022 (provisional)","2022/02",13,Not Applicable,Not Applicable
,"Alaska","02","Mar., 2022 (provisional)","2022/03",11,Not Applicable,Not Applicable
,"Alaska","02","May, 2022 (provisional)","2022/05",12,Not Applicable,Not Applicable
,"Alaska","02","Jun., 2022 (provisional)","2022/06",13,Not Applicable,Not Applicable
,"Alaska","02","Jul., 2022 (provisional)","2022/07",14,Not Applicable,Not Applicable
,"Alaska","02","Aug., 2022 (provisional)","2022/08",11,Not Applicable,Not Applicable
,"Alaska","02","Sep., 2022 (provisional)","2022/09",13,Not Applicable,Not Applicable
,"Alaska","02","Oct., 2022 (provisional)","2022/10",18,Not Applicable,Not Applicable
,"Alaska","02","Nov., 2022 (provisional)","2022/11",13,Not Applicable,Not Applicable
,"Alaska","02","Dec., 2022 (provisional)","2022/12",14,Not Applicable,Not Applicable
,"Alaska","02","Jan., 2023 (provisional)","2023/01",19,Not Applicable,Not Applicable
,"Alaska","02","Feb., 2023 (provisional)","2023/02",12,Not Applicable,Not Applicable
,"Alaska","02","Mar., 2023 (provisional)","2023/03",13,Not Applicable,Not Applicable
,"Arizona","04","Jan., 2020","2020/01",89,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2020","2020/02",84,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2020","2020/03",88,Not Applicable,Not Applicable
,"Arizona","04","Apr., 2020","2020/04",104,Not Applicable,Not Applicable
,"Arizona","04","May, 2020","2020/05",105,Not Applicable,Not Applicable
,"Arizona","04","Jun., 2020","2020/06",116,Not Applicable,Not Applicable
,"Arizona","04","Jul., 2020","2020/07",159,Not Applicable,Not Applicable
,"Arizona","04","Aug., 2020","2020/08",133,Not Applicable,Not Applicable
,"Arizona","04","Sep., 2020","2020/09",131,Not Applicable,Not Applicable
,"Arizona","04","Oct., 2020","2020/10",108,Not Applicable,Not Applicable
,"Arizona","04","Nov., 2020","2020/11",106,Not Applicable,Not Applicable
,"Arizona","04","Dec., 2020","2020/12",122,Not Applicable,Not Applicable
,"Arizona","04","Jan., 2021","2021/01",182,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2021","2021/02",115,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2021","2021/03",101,Not Applicable,Not Applicable
,"Arizona","04","Apr., 2021","2021/04",134,Not Applicable,Not Applicable
,"Arizona","04","May, 2021","2021/05",139,Not Applicable,Not Applicable
,"Arizona","04","Jun., 2021","2021/06",131,Not Applicable,Not Applicable
,"Arizona","04","Jul., 2021","2021/07",129,Not Applicable,Not Applicable
,"Arizona","04","Aug., 2021","2021/08",170,Not Applicable,Not Applicable
,"Arizona","04","Sep., 2021","2021/09",154,Not Applicable,Not Applicable
,"Arizona","04","Oct., 2021","2021/10",158,Not Applicable,Not Applicable
,"Arizona","04","Nov., 2021","2021/11",129,Not Applicable,Not Applicable
,"Arizona","04","Dec., 2021","2021/12",167,Not Applicable,Not Applicable
,"Arizona","04","Jan., 2022 (provisional)","2022/01",165,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2022 (provisional)","2022/02",113,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2022 (provisional)","2022/03",118,Not Applicable,Not Applicable
,"Arizona","04","Apr., 2022 (provisional)","2022/04",123,Not Applicable,Not Applicable
,"Arizona","04","May, 2022 (provisional)","2022/05",131,Not Applicable,Not Applicable
,"Arizona","04","Jun., 2022 (provisional)","2022/06",119,Not Applicable,Not Applicable
,"Arizona","04","Jul., 2022 (provisional)","2022/07",138,Not Applicable,Not Applicable
,"Arizona","04","Aug., 2022 (provisional)","2022/08",96,Not Applicable,Not Applicable
,"Arizona","04","Sep., 2022 (provisional)","2022/09",133,Not Applicable,Not Applicable
,"Arizona","04","Oct., 2022 (provisional)","2022/10",118,Not Applicable,Not Applicable
,"Arizona","04","Nov., 2022 (provisional)","2022/11",112,Not Applicable,Not Applicable
,"Arizona","04","Dec., 2022 (provisional)","2022/12",124,Not Applicable,Not Applicable
,"Arizona","04","Jan., 2023 (provisional)","2023/01",120,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2023 (provisional)","2023/02",98,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2023 (provisional)","2023/03",113,Not Applicable,Not Applicable
,"Arizona","04","Apr., 2023 (provisional)","2023/04",66,Not Applicable,Not Applicable
,"Arkansas","05","Jan., 2020","2020/01",49,Not Applicable,Not Applicable
,"Arkansas","05","Feb., 2020","2020/02",51,Not Applicable,Not Applicable
,"Arkansas","05","Mar., 2020","2020/03",45,Not Applicable,Not Applicable
,"Arkansas","05","Apr., 2020","2020/04",59,Not Applicable,Not Applicable
,"Arkansas","05","May, 2020","2020/05",65,Not Applicable,Not Applicable
,"Arkansas","05","Jun., 2020","2020/06",57,Not Applicable,Not Applicable
,"Arkansas","05","Jul., 2020","2020/07",55,Not Applicable,Not Applicable
,"Arkansas","05","Aug., 2020","2020/08",65,Not Applicable,Not Applicable
,"Arkansas","05","Sep., 2020","2020/09",67,Not Applicable,Not Applicable
,"Arkansas","05","Oct., 2020","2020/10",62,Not Applicable,Not Applicable
,"Arkansas","05","Nov., 2020","2020/11",55,Not Applicable,Not Applicable
,"Arkansas","05","Dec., 2020","2020/12",70,Not Applicable,Not Applicable
,"Arkansas","05","Jan., 2021","2021/01",62,Not Applicable,Not Applicable
,"Arkansas","05","Feb., 2021","2021/02",64,Not Applicable,Not Applicable
,"Arkansas","05","Mar., 2021","2021/03",57,Not Applicable,Not Applicable
,"Arkansas","05","Apr., 2021","2021/04",62,Not Applicable,Not Applicable
,"Arkansas","05","May, 2021","2021/05",79,Not Applicable,Not Applicable
,"Arkansas","05","Jun., 2021","2021/06",68,Not Applicable,Not Applicable
,"Arkansas","05","Jul., 2021","2021/07",85,Not Applicable,Not Applicable
,"Arkansas","05","Aug., 2021","2021/08",119,Not Applicable,Not Applicable
