"Notes","Residence State","Residence State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Dec., 2022 (provisional)","2022/12",11,Not Applicable,Not Applicable
"Total","Alabama","01",,,176,Not Applicable,Not Applicable
"Total","Alaska","02",,,37,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2023 (provisional)","2023/03",14,Not Applicable,Not Applicable
"Total","Arizona","04",,,182,Not Applicable,Not Applicable
"Total","Arkansas","05",,,105,Not Applicable,Not Applicable
,"California","06","Jan., 2020","2020/01",22,Not Applicable,Not Applicable
,"California","06","Feb., 2020","2020/02",18,Not Applicable,Not Applicable
,"California","06","Mar., 2020","2020/03",17,Not Applicable,Not Applicable
,"California","06","Apr., 2020","2020/04",18,Not Applicable,Not Applicable
,"California","06","May, 2020","2020/05",19,Not Applicable,Not Applicable
,"California","06","Jun., 2020","2020/06",15,Not Applicable,Not Applicable
,"California","06","Jul., 2020","2020/07",12,Not Applicable,Not Applicable
,"California","06","Aug., 2020","2020/08",24,Not Applicable,Not Applicable
,"California","06","Sep., 2020","2020/09",15,Not Applicable,Not Applicable
,"California","06","Oct., 2020","2020/10",23,Not Applicable,Not Applicable
,"California","06","Dec., 2020","2020/12",15,Not Applicable,Not Applicable
,"California","06","Jan., 2021","2021/01",26,Not Applicable,Not Applicable
,"California","06","Feb., 2021","2021/02",12,Not Applicable,Not Applicable
,"California","06","Mar., 2021","2021/03",12,Not Applicable,Not Applicable
,"California","06","Apr., 2021","2021/04",16,Not Applicable,Not Applicable
,"California","06","May, 2021","2021/05",26,Not Applicable,Not Applicable
,"California","06","Jun., 2021","2021/06",27,Not Applicable,Not Applicable
,"California","06","Jul., 2021","2021/07",19,Not Applicable,Not Applicable
,"California","06","Aug., 2021","2021/08",18,Not Applicable,Not Applicable
,"California","06","Sep., 2021","2021/09",11,Not Applicable,Not Applicable
,"California","06","Oct., 2021","2021/10",12,Not Applicable,Not Applicable
,"California","06","Nov., 2021","2021/11",20,Not Applicable,Not Applicable
,"California","06","Dec., 2021","2021/12",13,Not Applicable,Not Applicable
,"California","06","Jan., 2022 (provisional)","2022/01",17,Not Applicable,Not Applicable
,"California","06","Mar., 2022 (provisional)","2022/03",18,Not Applicable,Not Applicable
,"California","06","Apr., 2022 (provisional)","2022/04",14,Not Applicable,Not Applicable
,"California","06","May, 2022 (provisional)","2022/05",17,Not Applicable,Not Applicable
,"California","06","Jun., 2022 (provisional)","2022/06",21,Not Applicable,Not Applicable
