"Notes","Residence State","Residence State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","May, 2021","2021/05",12,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2021","2021/09",10,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2021","2021/12",13,Not Applicable,Not Applicable
"Total","Alabama","01",,,173,Not Applicable,Not Applicable
"Total","Alaska","02",,,18,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2021","2021/03",13,Not Applicable,Not Applicable
,"Arizona","04","May, 2021","2021/05",10,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2023 (provisional)","2023/02",12,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2023 (provisional)","2023/03",10,Not Applicable,Not Applicable
"Total","Arizona","04",,,200,Not Applicable,Not Applicable
"Total","Arkansas","05",,,112,Not Applicable,Not Applicable
,"California","06","Jan., 2021","2021/01",28,Not Applicable,Not Applicable
,"California","06","Feb., 2021","2021/02",26,Not Applicable,Not Applicable
,"California","06","Mar., 2021","2021/03",29,Not Applicable,Not Applicable
,"California","06","Apr., 2021","2021/04",21,Not Applicable,Not Applicable
,"California","06","May, 2021","2021/05",34,Not Applicable,Not Applicable
,"California","06","Jun., 2021","2021/06",24,Not Applicable,Not Applicable
,"California","06","Jul., 2021","2021/07",26,Not Applicable,Not Applicable
,"California","06","Aug., 2021","2021/08",29,Not Applicable,Not Applicable
,"California","06","Sep., 2021","2021/09",30,Not Applicable,Not Applicable
,"California","06","Oct., 2021","2021/10",26,Not Applicable,Not Applicable
,"California","06","Nov., 2021","2021/11",22,Not Applicable,Not Applicable
,"California","06","Dec., 2021","2021/12",27,Not Applicable,Not Applicable
,"California","06","Jan., 2022 (provisional)","2022/01",26,Not Applicable,Not Applicable
,"California","06","Feb., 2022 (provisional)","2022/02",31,Not Applicable,Not Applicable
,"California","06","Mar., 2022 (provisional)","2022/03",19,Not Applicable,Not Applicable
,"California","06","Apr., 2022 (provisional)","2022/04",16,Not Applicable,Not Applicable
,"California","06","May, 2022 (provisional)","2022/05",17,Not Applicable,Not Applicable
,"California","06","Jun., 2022 (provisional)","2022/06",33,Not Applicable,Not Applicable
,"California","06","Jul., 2022 (provisional)","2022/07",27,Not Applicable,Not Applicable
,"California","06","Aug., 2022 (provisional)","2022/08",37,Not Applicable,Not Applicable
,"California","06","Sep., 2022 (provisional)","2022/09",16,Not Applicable,Not Applicable
,"California","06","Oct., 2022 (provisional)","2022/10",25,Not Applicable,Not Applicable
,"California","06","Nov., 2022 (provisional)","2022/11",31,Not Applicable,Not Applicable
,"California","06","Dec., 2022 (provisional)","2022/12",34,Not Applicable,Not Applicable
,"California","06","Jan., 2023 (provisional)","2023/01",31,Not Applicable,Not Applicable
,"California","06","Feb., 2023 (provisional)","2023/02",25,Not Applicable,Not Applicable
,"California","06","Mar., 2023 (provisional)","2023/03",23,Not Applicable,Not Applicable
,"California","06","Apr., 2023 (provisional)","2023/04",12,Not Applicable,Not Applicable
"Total","California","06",,,725,Not Applicable,Not Applicable
,"Colorado","08","May, 2021","2021/05",10,Not Applicable,Not Applicable
,"Colorado","08","Jun., 2021","2021/06",10,Not Applicable,Not Applicable
,"Colorado","08","Aug., 2022 (provisional)","2022/08",11,Not Applicable,Not Applicable
,"Colorado","08","Oct., 2022 (provisional)","2022/10",11,Not Applicable,Not Applicable
"Total","Colorado","08",,,178,Not Applicable,Not Applicable
"Total","Connecticut","09",,,58,Not Applicable,Not Applicable
"Total","Delaware","10",,,22,Not Applicable,Not Applicable
"Total","District of Columbia","11",,,14,Not Applicable,Not Applicable
,"Florida","12","Jan., 2021","2021/01",13,Not Applicable,Not Applicable
,"Florida","12","Feb., 2021","2021/02",15,Not Applicable,Not Applicable
,"Florida","12","Mar., 2021","2021/03",17,Not Applicable,Not Applicable
,"Florida","12","Apr., 2021","2021/04",12,Not Applicable,Not Applicable
,"Florida","12","May, 2021","2021/05",17,Not Applicable,Not Applicable
,"Florida","12","Jun., 2021","2021/06",18,Not Applicable,Not Applicable
,"Florida","12","Jul., 2021","2021/07",22,Not Applicable,Not Applicable
,"Florida","12","Aug., 2021","2021/08",21,Not Applicable,Not Applicable
,"Florida","12","Sep., 2021","2021/09",18,Not Applicable,Not Applicable
,"Florida","12","Oct., 2021","2021/10",15,Not Applicable,Not Applicable
,"Florida","12","Nov., 2021","2021/11",20,Not Applicable,Not Applicable
,"Florida","12","Dec., 2021","2021/12",16,Not Applicable,Not Applicable
,"Florida","12","Jan., 2022 (provisional)","2022/01",22,Not Applicable,Not Applicable
