"Notes","State","State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 1999","1999/01",228,Not Applicable,Not Applicable
,"Alabama","01","Feb., 1999","1999/02",207,Not Applicable,Not Applicable
,"Alabama","01","Mar., 1999","1999/03",208,Not Applicable,Not Applicable
,"Alabama","01","Apr., 1999","1999/04",223,Not Applicable,Not Applicable
,"Alabama","01","May, 1999","1999/05",206,Not Applicable,Not Applicable
,"Alabama","01","Jun., 1999","1999/06",188,Not Applicable,Not Applicable
,"Alabama","01","Jul., 1999","1999/07",204,Not Applicable,Not Applicable
,"Alabama","01","Aug., 1999","1999/08",196,Not Applicable,Not Applicable
,"Alabama","01","Sep., 1999","1999/09",212,Not Applicable,Not Applicable
,"Alabama","01","Oct., 1999","1999/10",219,Not Applicable,Not Applicable
,"Alabama","01","Nov., 1999","1999/11",206,Not Applicable,Not Applicable
,"Alabama","01","Dec., 1999","1999/12",246,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2000","2000/01",244,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2000","2000/02",212,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2000","2000/03",226,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2000","2000/04",232,Not Applicable,Not Applicable
,"Alabama","01","May, 2000","2000/05",208,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2000","2000/06",198,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2000","2000/07",234,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2000","2000/08",219,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2000","2000/09",191,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2000","2000/10",201,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2000","2000/11",198,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2000","2000/12",215,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2001","2001/01",223,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2001","2001/02",197,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2001","2001/03",228,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2001","2001/04",199,Not Applicable,Not Applicable
,"Alabama","01","May, 2001","2001/05",236,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2001","2001/06",213,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2001","2001/07",202,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2001","2001/08",254,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2001","2001/09",222,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2001","2001/10",228,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2001","2001/11",225,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2001","2001/12",204,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2002","2002/01",225,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2002","2002/02",201,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2002","2002/03",211,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2002","2002/04",232,Not Applicable,Not Applicable
,"Alabama","01","May, 2002","2002/05",206,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2002","2002/06",207,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2002","2002/07",236,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2002","2002/08",245,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2002","2002/09",205,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2002","2002/10",207,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2002","2002/11",239,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2002","2002/12",238,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2003","2003/01",241,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2003","2003/02",268,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2003","2003/03",246,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2003","2003/04",225,Not Applicable,Not Applicable
,"Alabama","01","May, 2003","2003/05",222,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2003","2003/06",205,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2003","2003/07",247,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2003","2003/08",222,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2003","2003/09",251,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2003","2003/10",228,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2003","2003/11",236,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2003","2003/12",231,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2004","2004/01",244,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2004","2004/02",244,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2004","2004/03",266,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2004","2004/04",249,Not Applicable,Not Applicable
,"Alabama","01","May, 2004","2004/05",236,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2004","2004/06",233,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2004","2004/07",216,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2004","2004/08",220,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2004","2004/09",246,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2004","2004/10",207,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2004","2004/11",258,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2004","2004/12",207,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2005","2005/01",236,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2005","2005/02",217,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2005","2005/03",253,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2005","2005/04",203,Not Applicable,Not Applicable
,"Alabama","01","May, 2005","2005/05",244,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2005","2005/06",240,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2005","2005/07",234,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2005","2005/08",272,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2005","2005/09",230,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2005","2005/10",230,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2005","2005/11",216,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2005","2005/12",241,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2006","2006/01",240,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2006","2006/02",269,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2006","2006/03",260,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2006","2006/04",230,Not Applicable,Not Applicable
,"Alabama","01","May, 2006","2006/05",232,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2006","2006/06",235,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2006","2006/07",221,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2006","2006/08",224,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2006","2006/09",245,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2006","2006/10",225,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2006","2006/11",242,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2006","2006/12",244,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2007","2007/01",232,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2007","2007/02",222,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2007","2007/03",223,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2007","2007/04",233,Not Applicable,Not Applicable
,"Alabama","01","May, 2007","2007/05",224,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2007","2007/06",222,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2007","2007/07",229,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2007","2007/08",235,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2007","2007/09",215,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2007","2007/10",238,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2007","2007/11",219,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2007","2007/12",242,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2008","2008/01",275,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2008","2008/02",269,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2008","2008/03",250,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2008","2008/04",219,Not Applicable,Not Applicable
,"Alabama","01","May, 2008","2008/05",248,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2008","2008/06",221,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2008","2008/07",216,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2008","2008/08",228,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2008","2008/09",240,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2008","2008/10",231,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2008","2008/11",223,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2008","2008/12",229,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2009","2009/01",233,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2009","2009/02",218,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2009","2009/03",233,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2009","2009/04",230,Not Applicable,Not Applicable
,"Alabama","01","May, 2009","2009/05",227,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2009","2009/06",234,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2009","2009/07",217,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2009","2009/08",209,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2009","2009/09",200,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2009","2009/10",249,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2009","2009/11",189,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2009","2009/12",225,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2010","2010/01",216,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2010","2010/02",212,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2010","2010/03",215,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2010","2010/04",200,Not Applicable,Not Applicable
,"Alabama","01","May, 2010","2010/05",201,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2010","2010/06",211,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2010","2010/07",210,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2010","2010/08",233,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2010","2010/09",200,Not Applicable,Not Applicable
