"Notes","State","State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 1999","1999/01",286,Not Applicable,Not Applicable
,"Alabama","01","Feb., 1999","1999/02",219,Not Applicable,Not Applicable
,"Alabama","01","Mar., 1999","1999/03",263,Not Applicable,Not Applicable
,"Alabama","01","Apr., 1999","1999/04",233,Not Applicable,Not Applicable
,"Alabama","01","May, 1999","1999/05",208,Not Applicable,Not Applicable
,"Alabama","01","Jun., 1999","1999/06",220,Not Applicable,Not Applicable
,"Alabama","01","Jul., 1999","1999/07",187,Not Applicable,Not Applicable
,"Alabama","01","Aug., 1999","1999/08",239,Not Applicable,Not Applicable
,"Alabama","01","Sep., 1999","1999/09",231,Not Applicable,Not Applicable
,"Alabama","01","Oct., 1999","1999/10",234,Not Applicable,Not Applicable
,"Alabama","01","Nov., 1999","1999/11",248,Not Applicable,Not Applicable
,"Alabama","01","Dec., 1999","1999/12",269,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2000","2000/01",285,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2000","2000/02",242,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2000","2000/03",223,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2000","2000/04",224,Not Applicable,Not Applicable
,"Alabama","01","May, 2000","2000/05",217,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2000","2000/06",210,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2000","2000/07",238,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2000","2000/08",216,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2000","2000/09",218,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2000","2000/10",240,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2000","2000/11",219,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2000","2000/12",257,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2001","2001/01",262,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2001","2001/02",221,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2001","2001/03",249,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2001","2001/04",234,Not Applicable,Not Applicable
,"Alabama","01","May, 2001","2001/05",226,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2001","2001/06",203,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2001","2001/07",224,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2001","2001/08",220,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2001","2001/09",213,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2001","2001/10",242,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2001","2001/11",287,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2001","2001/12",255,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2002","2002/01",254,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2002","2002/02",219,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2002","2002/03",255,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2002","2002/04",242,Not Applicable,Not Applicable
,"Alabama","01","May, 2002","2002/05",228,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2002","2002/06",224,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2002","2002/07",242,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2002","2002/08",216,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2002","2002/09",207,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2002","2002/10",234,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2002","2002/11",257,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2002","2002/12",265,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2003","2003/01",272,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2003","2003/02",240,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2003","2003/03",305,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2003","2003/04",249,Not Applicable,Not Applicable
,"Alabama","01","May, 2003","2003/05",238,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2003","2003/06",230,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2003","2003/07",230,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2003","2003/08",228,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2003","2003/09",211,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2003","2003/10",258,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2003","2003/11",276,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2003","2003/12",341,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2004","2004/01",281,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2004","2004/02",248,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2004","2004/03",243,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2004","2004/04",238,Not Applicable,Not Applicable
,"Alabama","01","May, 2004","2004/05",252,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2004","2004/06",249,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2004","2004/07",228,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2004","2004/08",232,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2004","2004/09",242,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2004","2004/10",263,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2004","2004/11",253,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2004","2004/12",301,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2005","2005/01",325,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2005","2005/02",281,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2005","2005/03",298,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2005","2005/04",285,Not Applicable,Not Applicable
,"Alabama","01","May, 2005","2005/05",263,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2005","2005/06",241,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2005","2005/07",272,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2005","2005/08",273,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2005","2005/09",252,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2005","2005/10",258,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2005","2005/11",271,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2005","2005/12",284,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2006","2006/01",269,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2006","2006/02",273,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2006","2006/03",288,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2006","2006/04",248,Not Applicable,Not Applicable
,"Alabama","01","May, 2006","2006/05",245,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2006","2006/06",235,Not Applicable,Not Applicable
,"Alabama","01","Jul., 2006","2006/07",262,Not Applicable,Not Applicable
,"Alabama","01","Aug., 2006","2006/08",283,Not Applicable,Not Applicable
,"Alabama","01","Sep., 2006","2006/09",263,Not Applicable,Not Applicable
,"Alabama","01","Oct., 2006","2006/10",258,Not Applicable,Not Applicable
,"Alabama","01","Nov., 2006","2006/11",281,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2006","2006/12",277,Not Applicable,Not Applicable
,"Alabama","01","Jan., 2007","2007/01",324,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2007","2007/02",272,Not Applicable,Not Applicable
,"Alabama","01","Mar., 2007","2007/03",321,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2007","2007/04",264,Not Applicable,Not Applicable
