"Notes"	"State"	"State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 1999"	"1999/01"	477	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 1999"	"1999/02"	417	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 1999"	"1999/03"	469	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 1999"	"1999/04"	454	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 1999"	"1999/05"	397	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 1999"	"1999/06"	356	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 1999"	"1999/07"	395	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 1999"	"1999/08"	401	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 1999"	"1999/09"	386	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 1999"	"1999/10"	407	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 1999"	"1999/11"	400	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 1999"	"1999/12"	452	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	535	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	451	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	452	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	405	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	391	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	400	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	368	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	376	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	413	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2000"	"2000/11"	403	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2000"	"2000/12"	442	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	460	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	405	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	433	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	430	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	413	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2001"	"2001/08"	420	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2001"	"2001/09"	399	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2001"	"2001/10"	425	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2001"	"2001/11"	402	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2001"	"2001/12"	418	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2002"	"2002/01"	465	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2002"	"2002/02"	410	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2002"	"2002/03"	494	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2002"	"2002/04"	402	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2002"	"2002/05"	427	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2002"	"2002/06"	347	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2002"	"2002/07"	378	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2002"	"2002/08"	340	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2002"	"2002/09"	395	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2002"	"2002/10"	382	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2002"	"2002/12"	447	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2003"	"2003/01"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2003"	"2003/02"	414	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2003"	"2003/03"	431	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2003"	"2003/04"	400	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2003"	"2003/05"	382	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2003"	"2003/06"	399	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2003"	"2003/07"	389	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2003"	"2003/08"	365	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2003"	"2003/09"	368	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2003"	"2003/10"	359	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2003"	"2003/11"	387	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2003"	"2003/12"	461	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2004"	"2004/01"	498	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2004"	"2004/02"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2004"	"2004/03"	416	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2004"	"2004/04"	396	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2004"	"2004/05"	360	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2004"	"2004/06"	348	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2004"	"2004/07"	388	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2004"	"2004/08"	381	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2004"	"2004/09"	335	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2004"	"2004/10"	356	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2004"	"2004/11"	356	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2004"	"2004/12"	425	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2005"	"2005/01"	427	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2005"	"2005/02"	417	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2005"	"2005/03"	446	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2005"	"2005/04"	379	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2005"	"2005/05"	413	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2005"	"2005/06"	371	Not Applicable	Not Applicable
