"Notes","State","State Code","Month","Month Code",Deaths,Population,Crude Rate
,"Alabama","01","Jan., 1999","1999/01",10,Not Applicable,Not Applicable
,"Alabama","01","Jul., 1999","1999/07",11,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2001","2001/12",10,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2003","2003/02",11,Not Applicable,Not Applicable
,"Alabama","01","Jun., 2006","2006/06",11,Not Applicable,Not Applicable
,"Alabama","01","Feb., 2007","2007/02",11,Not Applicable,Not Applicable
,"Alabama","01","Apr., 2011","2011/04",13,Not Applicable,Not Applicable
,"Alabama","01","Dec., 2015","2015/12",11,Not Applicable,Not Applicable
"Total","Alabama","01",,,1252,Not Applicable,Not Applicable
"Total","Alaska","02",,,203,Not Applicable,Not Applicable
,"Arizona","04","Apr., 2000","2000/04",10,Not Applicable,Not Applicable
,"Arizona","04","Dec., 2000","2000/12",11,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2001","2001/03",10,Not Applicable,Not Applicable
,"Arizona","04","Dec., 2003","2003/12",10,Not Applicable,Not Applicable
,"Arizona","04","Jul., 2004","2004/07",10,Not Applicable,Not Applicable
,"Arizona","04","Feb., 2005","2005/02",12,Not Applicable,Not Applicable
,"Arizona","04","Oct., 2013","2013/10",10,Not Applicable,Not Applicable
,"Arizona","04","Jul., 2014","2014/07",10,Not Applicable,Not Applicable
,"Arizona","04","Mar., 2017","2017/03",10,Not Applicable,Not Applicable
"Total","Arizona","04",,,1304,Not Applicable,Not Applicable
,"Arkansas","05","Jun., 1999","1999/06",10,Not Applicable,Not Applicable
,"Arkansas","05","May, 2008","2008/05",10,Not Applicable,Not Applicable
"Total","Arkansas","05",,,781,Not Applicable,Not Applicable
,"California","06","Jan., 1999","1999/01",37,Not Applicable,Not Applicable
,"California","06","Feb., 1999","1999/02",23,Not Applicable,Not Applicable
,"California","06","Mar., 1999","1999/03",27,Not Applicable,Not Applicable
,"California","06","Apr., 1999","1999/04",21,Not Applicable,Not Applicable
,"California","06","May, 1999","1999/05",24,Not Applicable,Not Applicable
,"California","06","Jun., 1999","1999/06",31,Not Applicable,Not Applicable
,"California","06","Jul., 1999","1999/07",37,Not Applicable,Not Applicable
,"California","06","Aug., 1999","1999/08",32,Not Applicable,Not Applicable
,"California","06","Sep., 1999","1999/09",32,Not Applicable,Not Applicable
,"California","06","Oct., 1999","1999/10",27,Not Applicable,Not Applicable
,"California","06","Nov., 1999","1999/11",32,Not Applicable,Not Applicable
,"California","06","Dec., 1999","1999/12",41,Not Applicable,Not Applicable
,"California","06","Jan., 2000","2000/01",31,Not Applicable,Not Applicable
,"California","06","Feb., 2000","2000/02",42,Not Applicable,Not Applicable
,"California","06","Mar., 2000","2000/03",30,Not Applicable,Not Applicable
,"California","06","Apr., 2000","2000/04",26,Not Applicable,Not Applicable
,"California","06","May, 2000","2000/05",34,Not Applicable,Not Applicable
,"California","06","Jun., 2000","2000/06",34,Not Applicable,Not Applicable
,"California","06","Jul., 2000","2000/07",34,Not Applicable,Not Applicable
,"California","06","Aug., 2000","2000/08",27,Not Applicable,Not Applicable
,"California","06","Sep., 2000","2000/09",33,Not Applicable,Not Applicable
,"California","06","Oct., 2000","2000/10",36,Not Applicable,Not Applicable
,"California","06","Nov., 2000","2000/11",24,Not Applicable,Not Applicable
,"California","06","Dec., 2000","2000/12",21,Not Applicable,Not Applicable
,"California","06","Jan., 2001","2001/01",42,Not Applicable,Not Applicable
,"California","06","Feb., 2001","2001/02",25,Not Applicable,Not Applicable
,"California","06","Mar., 2001","2001/03",35,Not Applicable,Not Applicable
,"California","06","Apr., 2001","2001/04",25,Not Applicable,Not Applicable
,"California","06","May, 2001","2001/05",36,Not Applicable,Not Applicable
,"California","06","Jun., 2001","2001/06",33,Not Applicable,Not Applicable
,"California","06","Jul., 2001","2001/07",38,Not Applicable,Not Applicable
,"California","06","Aug., 2001","2001/08",32,Not Applicable,Not Applicable
,"California","06","Sep., 2001","2001/09",33,Not Applicable,Not Applicable
,"California","06","Oct., 2001","2001/10",23,Not Applicable,Not Applicable
,"California","06","Nov., 2001","2001/11",24,Not Applicable,Not Applicable
,"California","06","Dec., 2001","2001/12",25,Not Applicable,Not Applicable
,"California","06","Jan., 2002","2002/01",28,Not Applicable,Not Applicable
,"California","06","Feb., 2002","2002/02",34,Not Applicable,Not Applicable
,"California","06","Mar., 2002","2002/03",43,Not Applicable,Not Applicable
,"California","06","Apr., 2002","2002/04",30,Not Applicable,Not Applicable
,"California","06","May, 2002","2002/05",21,Not Applicable,Not Applicable
,"California","06","Jun., 2002","2002/06",30,Not Applicable,Not Applicable
,"California","06","Jul., 2002","2002/07",45,Not Applicable,Not Applicable
,"California","06","Aug., 2002","2002/08",23,Not Applicable,Not Applicable
