"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2018"	"2018/01"	"< 1 year"	"0"	1900	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"1 year"	"1"	145	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"2 years"	"2"	86	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"3 years"	"3"	73	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"4 years"	"4"	48	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"5 years"	"5"	40	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"6 years"	"6"	47	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"7 years"	"7"	44	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"8 years"	"8"	41	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"9 years"	"9"	58	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"10 years"	"10"	41	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"11 years"	"11"	45	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"12 years"	"12"	34	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"13 years"	"13"	57	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"14 years"	"14"	95	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"15 years"	"15"	114	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"16 years"	"16"	139	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"17 years"	"17"	169	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"18 years"	"18"	227	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"19 years"	"19"	256	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"20 years"	"20"	288	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"21 years"	"21"	356	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"22 years"	"22"	317	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"23 years"	"23"	378	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"24 years"	"24"	385	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"25 years"	"25"	438	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"26 years"	"26"	445	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"27 years"	"27"	503	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"28 years"	"28"	499	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"29 years"	"29"	500	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"30 years"	"30"	512	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"31 years"	"31"	510	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"32 years"	"32"	555	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"33 years"	"33"	596	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"34 years"	"34"	571	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"35 years"	"35"	619	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"36 years"	"36"	651	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"37 years"	"37"	656	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"38 years"	"38"	705	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"39 years"	"39"	684	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"40 years"	"40"	707	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"41 years"	"41"	640	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"42 years"	"42"	784	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"43 years"	"43"	803	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"44 years"	"44"	806	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"45 years"	"45"	1015	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"46 years"	"46"	1155	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"47 years"	"47"	1223	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"48 years"	"48"	1284	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"49 years"	"49"	1375	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"50 years"	"50"	1558	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"51 years"	"51"	1703	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"52 years"	"52"	1868	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"53 years"	"53"	2121	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"54 years"	"54"	2386	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"55 years"	"55"	2610	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"56 years"	"56"	2942	Not Applicable	Not Applicable
