"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2017"	"2017/01"	"< 1 year"	"0"	1887	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"1 year"	"1"	113	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"2 years"	"2"	60	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"3 years"	"3"	63	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"4 years"	"4"	47	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"5 years"	"5"	53	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"6 years"	"6"	27	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"7 years"	"7"	39	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"8 years"	"8"	29	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"9 years"	"9"	34	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"10 years"	"10"	41	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"11 years"	"11"	48	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"12 years"	"12"	49	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"13 years"	"13"	62	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"14 years"	"14"	67	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"15 years"	"15"	99	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"16 years"	"16"	137	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"17 years"	"17"	156	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"18 years"	"18"	234	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"19 years"	"19"	273	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"20 years"	"20"	305	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"21 years"	"21"	361	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"22 years"	"22"	360	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"23 years"	"23"	420	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"24 years"	"24"	406	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"25 years"	"25"	480	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"26 years"	"26"	437	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"27 years"	"27"	483	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"28 years"	"28"	488	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"29 years"	"29"	437	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"30 years"	"30"	521	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"31 years"	"31"	497	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"32 years"	"32"	581	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"33 years"	"33"	549	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"34 years"	"34"	593	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"35 years"	"35"	594	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"36 years"	"36"	637	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"37 years"	"37"	677	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"38 years"	"38"	629	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"39 years"	"39"	667	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"40 years"	"40"	691	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"41 years"	"41"	691	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"42 years"	"42"	754	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"43 years"	"43"	793	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"44 years"	"44"	913	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"45 years"	"45"	984	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"46 years"	"46"	1127	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"47 years"	"47"	1196	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"48 years"	"48"	1218	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"49 years"	"49"	1254	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"50 years"	"50"	1484	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"51 years"	"51"	1680	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"52 years"	"52"	1922	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"53 years"	"53"	2101	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"54 years"	"54"	2298	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"55 years"	"55"	2503	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"56 years"	"56"	2655	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"57 years"	"57"	2868	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"58 years"	"58"	3212	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"59 years"	"59"	3330	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"60 years"	"60"	3477	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"61 years"	"61"	3675	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"62 years"	"62"	3762	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"63 years"	"63"	3943	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"64 years"	"64"	3997	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"65 years"	"65"	4225	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"66 years"	"66"	4221	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"67 years"	"67"	4523	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"68 years"	"68"	4739	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"69 years"	"69"	5144	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"70 years"	"70"	5072	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"71 years"	"71"	4522	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"72 years"	"72"	4923	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"73 years"	"73"	5487	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"74 years"	"74"	5740	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"75 years"	"75"	5518	Not Applicable	Not Applicable
