"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 2001"	"2001/01"	"Alabama"	"01"	4289	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Alaska"	"02"	243	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Arizona"	"04"	3610	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Arkansas"	"05"	2696	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"California"	"06"	21791	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Colorado"	"08"	2543	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Connecticut"	"09"	2813	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Delaware"	"10"	639	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"District of Columbia"	"11"	551	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Florida"	"12"	16193	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Georgia"	"13"	6395	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Hawaii"	"15"	756	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Idaho"	"16"	851	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Illinois"	"17"	9492	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Indiana"	"18"	5051	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Iowa"	"19"	2582	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Kansas"	"20"	2332	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Kentucky"	"21"	3713	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Louisiana"	"22"	4180	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Maine"	"23"	1163	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Maryland"	"24"	4085	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Massachusetts"	"25"	5374	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Michigan"	"26"	7939	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Minnesota"	"27"	3534	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Mississippi"	"28"	2773	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Missouri"	"29"	5073	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Montana"	"30"	698	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Nebraska"	"31"	1357	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Nevada"	"32"	1441	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"New Hampshire"	"33"	922	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"New Jersey"	"34"	6996	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"New Mexico"	"35"	1287	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"New York"	"36"	15042	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"North Carolina"	"37"	6663	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"North Dakota"	"38"	525	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Ohio"	"39"	10052	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Oklahoma"	"40"	3194	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Oregon"	"41"	2679	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Pennsylvania"	"42"	12187	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Rhode Island"	"44"	987	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"South Carolina"	"45"	3532	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"South Dakota"	"46"	615	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Tennessee"	"47"	5195	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Texas"	"48"	14681	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Utah"	"49"	1131	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	"Vermont"	"50"	484	Not Applicable	Not Applicable
