"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 2017"	"2017/01"	"Alabama"	"01"	4860	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Alaska"	"02"	430	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Arizona"	"04"	5125	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Arkansas"	"05"	2878	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"California"	"06"	26429	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Colorado"	"08"	3476	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Connecticut"	"09"	2909	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Delaware"	"10"	883	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"District of Columbia"	"11"	453	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Florida"	"12"	18136	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Georgia"	"13"	7580	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Hawaii"	"15"	1041	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Idaho"	"16"	1340	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Illinois"	"17"	10231	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Indiana"	"18"	6173	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Iowa"	"19"	3022	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Kansas"	"20"	2593	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Kentucky"	"21"	4482	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Louisiana"	"22"	4048	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Maine"	"23"	1274	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Maryland"	"24"	4650	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Massachusetts"	"25"	5538	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Michigan"	"26"	9132	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Minnesota"	"27"	3975	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Mississippi"	"28"	2885	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Missouri"	"29"	6064	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Montana"	"30"	945	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Nebraska"	"31"	1698	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Nevada"	"32"	2390	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"New Hampshire"	"33"	1103	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"New Jersey"	"34"	7188	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"New Mexico"	"35"	1706	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"New York"	"36"	14684	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"North Carolina"	"37"	8454	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"North Dakota"	"38"	552	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Ohio"	"39"	11696	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Oklahoma"	"40"	3763	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Oregon"	"41"	3756	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Pennsylvania"	"42"	12944	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Rhode Island"	"44"	923	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"South Carolina"	"45"	4429	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"South Dakota"	"46"	760	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Tennessee"	"47"	6392	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Texas"	"48"	17849	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Utah"	"49"	1637	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Vermont"	"50"	563	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Virginia"	"51"	6300	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Washington"	"53"	5936	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"West Virginia"	"54"	2256	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Wisconsin"	"55"	4870	Not Applicable	Not Applicable
	"Jan., 2017"	"2017/01"	"Wyoming"	"56"	431	Not Applicable	Not Applicable
"Total"	"Jan., 2017"	"2017/01"			262832	Not Applicable	Not Applicable
	"Feb., 2017"	"2017/02"	"Alabama"	"01"	4338	Not Applicable	Not Applicable
	"Feb., 2017"	"2017/02"	"Alaska"	"02"	300	Not Applicable	Not Applicable
	"Feb., 2017"	"2017/02"	"Arizona"	"04"	4521	Not Applicable	Not Applicable
	"Feb., 2017"	"2017/02"	"Arkansas"	"05"	2591	Not Applicable	Not Applicable
	"Feb., 2017"	"2017/02"	"California"	"06"	22388	Not Applicable	Not Applicable
	"Feb., 2017"	"2017/02"	"Colorado"	"08"	3194	Not Applicable	Not Applicable
