"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 2000"	"2000/01"	"Alabama"	"01"	4782	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Alaska"	"02"	274	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Arizona"	"04"	4068	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Arkansas"	"05"	2969	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"California"	"06"	24357	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Colorado"	"08"	2528	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Connecticut"	"09"	3195	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Delaware"	"10"	698	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"District of Columbia"	"11"	596	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Florida"	"12"	16274	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Georgia"	"13"	6502	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Hawaii"	"15"	800	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Idaho"	"16"	911	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Illinois"	"17"	10975	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Indiana"	"18"	5556	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Iowa"	"19"	3023	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Kansas"	"20"	2694	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Kentucky"	"21"	4050	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Louisiana"	"22"	4258	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Maine"	"23"	1308	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Maryland"	"24"	4507	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Massachusetts"	"25"	5933	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Michigan"	"26"	9064	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Minnesota"	"27"	4051	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Mississippi"	"28"	2985	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Missouri"	"29"	6023	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Montana"	"30"	731	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Nebraska"	"31"	1578	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Nevada"	"32"	1418	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"New Hampshire"	"33"	989	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"New Jersey"	"34"	7869	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"New Mexico"	"35"	1227	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"New York"	"36"	16625	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"North Carolina"	"37"	7362	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"North Dakota"	"38"	560	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Ohio"	"39"	11075	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Oklahoma"	"40"	3747	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Oregon"	"41"	2866	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Pennsylvania"	"42"	13512	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Rhode Island"	"44"	1130	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"South Carolina"	"45"	3720	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"South Dakota"	"46"	741	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Tennessee"	"47"	5576	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Texas"	"48"	15683	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Utah"	"49"	1166	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Vermont"	"50"	559	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Virginia"	"51"	5585	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Washington"	"53"	4368	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"West Virginia"	"54"	2173	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Wisconsin"	"55"	4822	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	"Wyoming"	"56"	365	Not Applicable	Not Applicable
"Total"	"Jan., 2000"	"2000/01"			247828	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Alabama"	"01"	3932	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Alaska"	"02"	211	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Arizona"	"04"	3507	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Arkansas"	"05"	2456	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"California"	"06"	18675	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Colorado"	"08"	2241	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Connecticut"	"09"	2598	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Delaware"	"10"	590	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"District of Columbia"	"11"	520	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Florida"	"12"	14205	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Georgia"	"13"	5591	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Hawaii"	"15"	676	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Idaho"	"16"	755	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Illinois"	"17"	8764	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Indiana"	"18"	4588	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Iowa"	"19"	2411	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Kansas"	"20"	2101	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Kentucky"	"21"	3391	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Louisiana"	"22"	3459	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Maine"	"23"	1124	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Maryland"	"24"	3820	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Massachusetts"	"25"	4974	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Michigan"	"26"	7287	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Minnesota"	"27"	3103	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Mississippi"	"28"	2436	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Missouri"	"29"	4654	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Montana"	"30"	659	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Nebraska"	"31"	1265	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Nevada"	"32"	1223	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"New Hampshire"	"33"	822	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"New Jersey"	"34"	6364	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"New Mexico"	"35"	1112	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"New York"	"36"	13313	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"North Carolina"	"37"	6365	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"North Dakota"	"38"	459	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Ohio"	"39"	9271	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Oklahoma"	"40"	2885	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Oregon"	"41"	2403	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Pennsylvania"	"42"	11166	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Rhode Island"	"44"	873	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"South Carolina"	"45"	3258	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"South Dakota"	"46"	607	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Tennessee"	"47"	4710	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Texas"	"48"	12636	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Utah"	"49"	945	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Vermont"	"50"	415	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Virginia"	"51"	4934	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Washington"	"53"	3627	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"West Virginia"	"54"	1820	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Wisconsin"	"55"	3817	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	"Wyoming"	"56"	300	Not Applicable	Not Applicable
"Total"	"Feb., 2000"	"2000/02"			203318	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	"Alabama"	"01"	3736	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	"Alaska"	"02"	228	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	"Arizona"	"04"	3510	Not Applicable	Not Applicable
