"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 2018"	"2018/01"	"Alabama"	"01"	5701	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Alaska"	"02"	397	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Arizona"	"04"	6221	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Arkansas"	"05"	3350	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"California"	"06"	28410	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Colorado"	"08"	3704	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Connecticut"	"09"	3092	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Delaware"	"10"	895	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"District of Columbia"	"11"	504	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Florida"	"12"	20038	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Georgia"	"13"	8735	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Hawaii"	"15"	1042	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Idaho"	"16"	1322	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Illinois"	"17"	11378	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Indiana"	"18"	6767	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Iowa"	"19"	2906	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Kansas"	"20"	2760	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Kentucky"	"21"	4912	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Louisiana"	"22"	4886	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Maine"	"23"	1350	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Maryland"	"24"	4925	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Massachusetts"	"25"	5851	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Michigan"	"26"	9632	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Minnesota"	"27"	4384	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Mississippi"	"28"	3384	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Missouri"	"29"	6677	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Montana"	"30"	874	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Nebraska"	"31"	1662	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Nevada"	"32"	2474	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"New Hampshire"	"33"	1188	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"New Jersey"	"34"	7503	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"New Mexico"	"35"	1800	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"New York"	"36"	15889	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"North Carolina"	"37"	9370	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"North Dakota"	"38"	626	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Ohio"	"39"	12788	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Oklahoma"	"40"	4266	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Oregon"	"41"	3484	Not Applicable	Not Applicable
	"Jan., 2018"	"2018/01"	"Pennsylvania"	"42"	13369	Not Applicable	Not Applicable
