"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 2003"	"2003/01"	"Alabama"	"01"	4228	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Alaska"	"02"	266	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Arizona"	"04"	3819	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Arkansas"	"05"	2479	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"California"	"06"	21483	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Colorado"	"08"	2618	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Connecticut"	"09"	2760	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Delaware"	"10"	638	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"District of Columbia"	"11"	511	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Florida"	"12"	15640	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Georgia"	"13"	6157	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Hawaii"	"15"	802	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Idaho"	"16"	856	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Illinois"	"17"	9778	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Indiana"	"18"	4992	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Iowa"	"19"	2626	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Kansas"	"20"	2298	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Kentucky"	"21"	3525	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Louisiana"	"22"	3951	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Maine"	"23"	1180	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Maryland"	"24"	4028	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Massachusetts"	"25"	5439	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Michigan"	"26"	7911	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Minnesota"	"27"	3332	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Mississippi"	"28"	2708	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Missouri"	"29"	5134	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Montana"	"30"	755	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Nebraska"	"31"	1487	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Nevada"	"32"	1520	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"New Hampshire"	"33"	881	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"New Jersey"	"34"	6997	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"New Mexico"	"35"	1301	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"New York"	"36"	14614	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"North Carolina"	"37"	6811	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"North Dakota"	"38"	566	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Ohio"	"39"	10040	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Oklahoma"	"40"	3152	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Oregon"	"41"	2651	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Pennsylvania"	"42"	12063	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Rhode Island"	"44"	972	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"South Carolina"	"45"	3559	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"South Dakota"	"46"	661	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	"Tennessee"	"47"	5270	Not Applicable	Not Applicable
