"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 2020 "	"2020/01"	"Alabama"	"01"	4853	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Alaska"	"02"	440	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Arizona"	"04"	5695	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Arkansas"	"05"	2952	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"California"	"06"	25636	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Colorado"	"08"	3666	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Connecticut"	"09"	2833	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Delaware"	"10"	870	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"District of Columbia"	"11"	461	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Florida"	"12"	19011	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Georgia"	"13"	7938	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Hawaii"	"15"	1057	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Idaho"	"16"	1231	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Illinois"	"17"	10157	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Indiana"	"18"	6204	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Iowa"	"19"	2846	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Kansas"	"20"	2626	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Kentucky"	"21"	4546	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Louisiana"	"22"	4210	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Maine"	"23"	1396	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Maryland"	"24"	4621	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Massachusetts"	"25"	5409	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Michigan"	"26"	9089	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Minnesota"	"27"	4260	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Mississippi"	"28"	2898	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Missouri"	"29"	5714	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Montana"	"30"	960	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Nebraska"	"31"	1549	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"Nevada"	"32"	2394	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"New Hampshire"	"33"	1115	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"New Jersey"	"34"	7013	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"New Mexico"	"35"	1844	Not Applicable	Not Applicable
