"Notes"	"Month"	"Month Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"Jan., 2024 (provisional)"	"2024/01"	"Alabama"	"01"	5815	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Alaska"	"02"	521	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Arizona"	"04"	6707	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Arkansas"	"05"	3427	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"California"	"06"	27424	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Colorado"	"08"	4065	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Connecticut"	"09"	3080	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Delaware"	"10"	1038	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"District of Columbia"	"11"	429	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Florida"	"12"	21307	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Georgia"	"13"	9565	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Hawaii"	"15"	1252	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Idaho"	"16"	1553	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Illinois"	"17"	10603	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Indiana"	"18"	6597	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Iowa"	"19"	3150	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Kansas"	"20"	2792	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Kentucky"	"21"	5093	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Louisiana"	"22"	4817	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Maine"	"23"	1522	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Maryland"	"24"	5178	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Massachusetts"	"25"	5787	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Michigan"	"26"	9749	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Minnesota"	"27"	4555	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Mississippi"	"28"	3559	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Missouri"	"29"	6412	Not Applicable	Not Applicable
	"Jan., 2024 (provisional)"	"2024/01"	"Montana"	"30"	1124	Not Applicable	Not Applicable
