"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2020 "	"2020/01"	"< 1 year"	"0"	1777	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"1 year"	"1"	124	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"2 years"	"2"	79	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"3 years"	"3"	61	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"4 years"	"4"	48	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"5 years"	"5"	36	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"6 years"	"6"	32	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"7 years"	"7"	44	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"8 years"	"8"	28	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"9 years"	"9"	42	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"10 years"	"10"	36	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"11 years"	"11"	43	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"12 years"	"12"	48	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"13 years"	"13"	65	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"14 years"	"14"	94	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"15 years"	"15"	93	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"16 years"	"16"	129	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"17 years"	"17"	172	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"18 years"	"18"	244	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"19 years"	"19"	292	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"20 years"	"20"	292	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"21 years"	"21"	306	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"22 years"	"22"	309	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"23 years"	"23"	337	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"24 years"	"24"	402	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"25 years"	"25"	377	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"26 years"	"26"	394	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"27 years"	"27"	457	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"28 years"	"28"	479	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"29 years"	"29"	507	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"30 years"	"30"	619	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"31 years"	"31"	581	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"32 years"	"32"	578	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"33 years"	"33"	582	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"34 years"	"34"	614	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"35 years"	"35"	619	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"36 years"	"36"	683	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"37 years"	"37"	713	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"38 years"	"38"	728	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"39 years"	"39"	723	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"40 years"	"40"	766	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"41 years"	"41"	754	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"42 years"	"42"	810	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"43 years"	"43"	895	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"44 years"	"44"	861	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"45 years"	"45"	941	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"46 years"	"46"	967	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"47 years"	"47"	1082	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"48 years"	"48"	1245	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"49 years"	"49"	1422	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"50 years"	"50"	1505	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"51 years"	"51"	1540	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"52 years"	"52"	1727	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"53 years"	"53"	1854	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"54 years"	"54"	2058	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"55 years"	"55"	2431	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"56 years"	"56"	2571	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"57 years"	"57"	2854	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"58 years"	"58"	2980	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"59 years"	"59"	3357	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"60 years"	"60"	3652	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"61 years"	"61"	3726	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"62 years"	"62"	4059	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"63 years"	"63"	4235	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"64 years"	"64"	4283	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"65 years"	"65"	4542	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"66 years"	"66"	4582	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"67 years"	"67"	4786	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"68 years"	"68"	4847	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"69 years"	"69"	4957	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"70 years"	"70"	5392	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"71 years"	"71"	5557	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"72 years"	"72"	6255	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"73 years"	"73"	6043	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"74 years"	"74"	5434	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"75 years"	"75"	5679	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"76 years"	"76"	6215	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"77 years"	"77"	6520	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"78 years"	"78"	6209	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"79 years"	"79"	6173	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"80 years"	"80"	6280	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"81 years"	"81"	6543	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"82 years"	"82"	6682	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"83 years"	"83"	6682	Not Applicable	Not Applicable
	"Jan., 2020 "	"2020/01"	"84 years"	"84"	6918	Not Applicable	Not Applicable
